Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP130431.1	649106	649288	2	plus	LPS translocon maturation chaperone LptM	lptM		protein-coding			WP_006467922.1	LPS translocon maturation chaperone LptM	60	QYR01_RS13705
NZ_CP130431.1	649311	650576	2	plus	diaminopimelate decarboxylase	lysA		protein-coding			WP_036584694.1	diaminopimelate decarboxylase	421	QYR01_RS13710
NZ_CP130431.1	650710	653403	2	plus	TIGR02302 family protein			protein-coding			WP_010657531.1	TIGR02302 family protein	897	QYR01_RS13715
NZ_CP130431.1	653420	653956	2	minus	hypoxanthine phosphoribosyltransferase	hpt		protein-coding			WP_010657532.1	hypoxanthine phosphoribosyltransferase	178	QYR01_RS13720
NZ_CP130431.1	654121	654900	2	plus	class I SAM-dependent methyltransferase			protein-coding			WP_010657533.1	class I SAM-dependent methyltransferase	259	QYR01_RS13725
NZ_CP130431.1	655062	656168	2	plus	histidinol-phosphate transaminase	hisC		protein-coding			WP_010657534.1	histidinol-phosphate transaminase	368	QYR01_RS13730
NZ_CP130431.1	656173	657111	2	plus	prephenate/arogenate dehydrogenase family protein			protein-coding			WP_010657535.1	prephenate/arogenate dehydrogenase family protein	312	QYR01_RS13735
NZ_CP130431.1	657125	658144	2	minus	DUF2125 domain-containing protein			protein-coding			WP_029375802.1	DUF2125 domain-containing protein	339	QYR01_RS13740
NZ_CP130431.1	658361	658939	2	plus	gamma-glutamylcyclotransferase			protein-coding			WP_029375803.1	gamma-glutamylcyclotransferase	192	QYR01_RS13745
NZ_CP130431.1	659043	659333	2	plus	YggT family protein			protein-coding			WP_010657538.1	YggT family protein	96	QYR01_RS13750
NZ_CP130431.1	659514	660044	2	minus	inorganic diphosphatase	ppa		protein-coding			WP_010657539.1	inorganic diphosphatase	176	QYR01_RS13755
NZ_CP130431.1	660183	660965	2	minus	lysophospholipid acyltransferase family protein			protein-coding			WP_010657540.1	lysophospholipid acyltransferase family protein	260	QYR01_RS13760
NZ_CP130431.1	661117	661833	2	minus	YdcF family protein			protein-coding			WP_235926325.1	YdcF family protein	238	QYR01_RS13765
NZ_CP130431.1	661752	661931	2	minus	hypothetical protein			protein-coding			WP_029375804.1	hypothetical protein	59	QYR01_RS13770
NZ_CP130431.1	662022	663065	2	minus	cell division protein FtsX			protein-coding			WP_010657542.1	cell division protein FtsX	347	QYR01_RS13775
NZ_CP130431.1	663040	663663	2	minus	cell division ATP-binding protein FtsE	ftsE		protein-coding			WP_029375806.1	cell division ATP-binding protein FtsE	207	QYR01_RS13780
NZ_CP130431.1	663916	664542	2	plus	hypothetical protein			protein-coding			WP_050897419.1	hypothetical protein	208	QYR01_RS13785
NZ_CP130431.1	664579	664851	2	minus	hypothetical protein			protein-coding			WP_010657545.1	hypothetical protein	90	QYR01_RS13790
NZ_CP130431.1	665230	665916	2	plus	aquaporin Z	aqpZ		protein-coding			WP_010657546.1	aquaporin Z	228	QYR01_RS13795
NZ_CP130431.1	666125	667366	2	plus	MFS transporter			protein-coding			WP_010657547.1	MFS transporter	413	QYR01_RS13800
NZ_CP130431.1	667386	667865	2	minus	TerB family tellurite resistance protein			protein-coding			WP_010657548.1	TerB family tellurite resistance protein	159	QYR01_RS13805
NZ_CP130431.1	668047	669708	2	minus	heme biosynthesis protein HemY			protein-coding			WP_010657549.1	heme biosynthesis protein HemY	553	QYR01_RS13810
NZ_CP130431.1	669720	671063	2	minus	COG4223 family protein			protein-coding			WP_010657550.1	COG4223 family protein	447	QYR01_RS13815
NZ_CP130431.1	671147	671836	2	minus	uroporphyrinogen-III synthase			protein-coding			WP_043061810.1	uroporphyrinogen-III synthase	229	QYR01_RS13820
NZ_CP130431.1	671884	672828	2	minus	hydroxymethylbilane synthase	hemC		protein-coding			WP_010657552.1	hydroxymethylbilane synthase	314	QYR01_RS13825
NZ_CP130431.1	672893	673972	2	plus	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	tsaD		protein-coding			WP_010657553.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	359	QYR01_RS13830
NZ_CP130431.1	673969	674958	2	plus	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase			protein-coding			WP_010657554.1	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	329	QYR01_RS13835
NZ_CP130431.1	675027	675317	2	plus	YciI-like protein			protein-coding			WP_010657555.1	YciI-like protein	96	QYR01_RS13840
NZ_CP130431.1	675330	675764	2	plus	EVE domain-containing protein			protein-coding			WP_010657556.1	EVE domain-containing protein	144	QYR01_RS13845
NZ_CP130431.1	675814	676470	2	plus	class I SAM-dependent methyltransferase			protein-coding			WP_010657557.1	class I SAM-dependent methyltransferase	218	QYR01_RS13850
NZ_CP130431.1	676467	677339	2	minus	DMT family transporter			protein-coding			WP_010657558.1	DMT family transporter	290	QYR01_RS13855
NZ_CP130431.1	677467	678960	2	plus	PLP-dependent aminotransferase family protein			protein-coding			WP_010657559.1	PLP-dependent aminotransferase family protein	497	QYR01_RS13860
NZ_CP130431.1	679188	680678	2	plus	nucleobase:cation symporter-2 family protein			protein-coding			WP_010657560.1	nucleobase:cation symporter-2 family protein	496	QYR01_RS13865
NZ_CP130431.1	680684	681229	2	minus	L,D-transpeptidase family protein			protein-coding			WP_029375808.1	L,D-transpeptidase family protein	181	QYR01_RS13870
NZ_CP130431.1	681373	682056	2	plus	response regulator transcription factor			protein-coding			WP_006467959.1	response regulator transcription factor	227	QYR01_RS13875
NZ_CP130431.1	682091	682549	2	plus	cyclic nucleotide-binding domain-containing protein			protein-coding			WP_010657562.1	cyclic nucleotide-binding domain-containing protein	152	QYR01_RS13880
NZ_CP130431.1	682556	684136	2	minus	ABC-F family ATP-binding cassette domain-containing protein			protein-coding			WP_029375809.1	ABC-F family ATP-binding cassette domain-containing protein	526	QYR01_RS13885
NZ_CP130431.1	684246	685052	2	minus	exodeoxyribonuclease III			protein-coding			WP_010657564.1	exodeoxyribonuclease III	268	QYR01_RS13890
NZ_CP130431.1	685143	685811	2	minus	outer membrane lipoprotein carrier protein LolA			protein-coding			WP_029375810.1	outer membrane lipoprotein carrier protein LolA	222	QYR01_RS13895
NZ_CP130431.1	685876	688452	2	minus	DNA translocase FtsK			protein-coding			WP_010657566.1	DNA translocase FtsK	858	QYR01_RS13900
NZ_CP130431.1	688645	689946	2	minus	ammonium transporter			protein-coding			WP_010657567.1	ammonium transporter	433	QYR01_RS13905
NZ_CP130431.1	690248	691150	2	minus	acyl-CoA thioesterase II	tesB		protein-coding			WP_010657568.1	acyl-CoA thioesterase II	300	QYR01_RS13910
NZ_CP130431.1	691480	692724	2	plus	ubiquinone biosynthesis hydroxylase			protein-coding			WP_010657569.1	ubiquinone biosynthesis hydroxylase	414	QYR01_RS13915
NZ_CP130431.1	692814	693251	2	plus	OsmC family protein			protein-coding			WP_010657570.1	OsmC family protein	145	QYR01_RS13920
NZ_CP130431.1	693298	693669	2	minus	VOC family protein			protein-coding			WP_010657571.1	VOC family protein	123	QYR01_RS13925
NZ_CP130431.1	693918	694697	2	minus	succinate dehydrogenase iron-sulfur subunit			protein-coding			WP_010657572.1	succinate dehydrogenase iron-sulfur subunit	259	QYR01_RS13930
NZ_CP130431.1	694713	696557	2	minus	succinate dehydrogenase flavoprotein subunit	sdhA		protein-coding			WP_012091143.1	succinate dehydrogenase flavoprotein subunit	614	QYR01_RS13935
NZ_CP130431.1	696565	696960	2	minus	succinate dehydrogenase, hydrophobic membrane anchor protein	sdhD		protein-coding			WP_010657574.1	succinate dehydrogenase, hydrophobic membrane anchor protein	131	QYR01_RS13940
NZ_CP130431.1	696975	697373	2	minus	succinate dehydrogenase, cytochrome b556 subunit	sdhC		protein-coding			WP_010657575.1	succinate dehydrogenase, cytochrome b556 subunit	132	QYR01_RS13945
NZ_CP130431.1	697729	698187	2	minus	GNAT family N-acetyltransferase			protein-coding			WP_010657576.1	GNAT family N-acetyltransferase	152	QYR01_RS13950
NZ_CP130431.1	698351	698710	2	plus	hypothetical protein			protein-coding			WP_010657577.1	hypothetical protein	119	QYR01_RS13955
NZ_CP130431.1	698718	699923	2	minus	GGDEF domain-containing protein			protein-coding			WP_010657578.1	GGDEF domain-containing protein	401	QYR01_RS13960
NZ_CP130431.1	700100	701509	2	minus	3-isopropylmalate dehydratase large subunit	leuC		protein-coding			WP_010657579.1	3-isopropylmalate dehydratase large subunit	469	QYR01_RS13965
NZ_CP130431.1	701720	702157	2	minus	50S ribosomal protein L19	rplS		protein-coding			WP_006467977.1	50S ribosomal protein L19	145	QYR01_RS13970
NZ_CP130431.1	702395	702739	2	minus	DUF4260 domain-containing protein			protein-coding			WP_010657580.1	DUF4260 domain-containing protein	114	QYR01_RS13975
NZ_CP130431.1	702736	703467	2	minus	tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD		protein-coding			WP_029929674.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	243	QYR01_RS13980
NZ_CP130431.1	703464	704033	2	minus	ribosome maturation factor RimM	rimM		protein-coding			WP_010657582.1	ribosome maturation factor RimM	189	QYR01_RS13985
NZ_CP130431.1	704206	705153	2	plus	tyrosine recombinase XerC			protein-coding			WP_010657583.1	tyrosine recombinase XerC	315	QYR01_RS13990
NZ_CP130431.1	705196	706203	2	plus	TraB/GumN family protein			protein-coding			WP_010657584.1	TraB/GumN family protein	335	QYR01_RS13995
NZ_CP130431.1	706225	706425	2	minus	hypothetical protein			protein-coding			WP_010657585.1	hypothetical protein	66	QYR01_RS14000
NZ_CP130431.1	706840	707109	2	plus	hypothetical protein			protein-coding			WP_010657586.1	hypothetical protein	89	QYR01_RS14005
NZ_CP130431.1	707169	708584	2	minus	dihydrolipoyl dehydrogenase	lpdA		protein-coding			WP_010657587.1	dihydrolipoyl dehydrogenase	471	QYR01_RS14010
NZ_CP130431.1	708696	709238	2	minus	hypothetical protein			protein-coding			WP_010657588.1	hypothetical protein	180	QYR01_RS14015
NZ_CP130431.1	709318	709956	2	minus	LysE family translocator			protein-coding			WP_010657589.1	LysE family translocator	212	QYR01_RS14020
NZ_CP130431.1	709998	710411	2	minus	MAPEG family protein			protein-coding			WP_010657590.1	MAPEG family protein	137	QYR01_RS14025
NZ_CP130431.1	710421	711650	2	minus	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	odhB		protein-coding			WP_010657591.1	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	409	QYR01_RS14030
NZ_CP130431.1	711744	714749	2	minus	2-oxoglutarate dehydrogenase E1 component			protein-coding			WP_010657592.1	2-oxoglutarate dehydrogenase E1 component	1001	QYR01_RS14035
NZ_CP130431.1	714986	715888	2	minus	succinate--CoA ligase subunit alpha	sucD		protein-coding			WP_010657593.1	succinate--CoA ligase subunit alpha	300	QYR01_RS14040
NZ_CP130431.1	715892	717088	2	minus	ADP-forming succinate--CoA ligase subunit beta	sucC		protein-coding			WP_010657594.1	ADP-forming succinate--CoA ligase subunit beta	398	QYR01_RS14045
NZ_CP130431.1	717215	718177	2	minus	malate dehydrogenase	mdh		protein-coding			WP_010657595.1	malate dehydrogenase	320	QYR01_RS14050
NZ_CP130431.1	718638	719801	2	minus	cell division protein ZapE	zapE		protein-coding			WP_010657596.1	cell division protein ZapE	387	QYR01_RS14055
NZ_CP130431.1	719884	720423	2	minus	protease inhibitor Inh/omp19 family protein			protein-coding			WP_010657597.1	protease inhibitor Inh/omp19 family protein	179	QYR01_RS14060
NZ_CP130431.1	720790	721692	2	plus	diaminopimelate epimerase	dapF		protein-coding			WP_010657598.1	diaminopimelate epimerase	300	QYR01_RS14065
NZ_CP130431.1	721692	722975	2	plus	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB	mtaB		protein-coding			WP_010657599.1	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB	427	QYR01_RS14070
NZ_CP130431.1	722997	724481	2	plus	signal recognition particle-docking protein FtsY	ftsY		protein-coding			WP_010657600.1	signal recognition particle-docking protein FtsY	494	QYR01_RS14075
NZ_CP130431.1	724481	725143	2	plus	septation protein A			protein-coding			WP_010657601.1	septation protein A	220	QYR01_RS14080
NZ_CP130431.1	725160	725942	2	plus	hydroxyacylglutathione hydrolase	gloB		protein-coding			WP_010657602.1	hydroxyacylglutathione hydrolase	260	QYR01_RS14085
NZ_CP130431.1	725998	726504	2	plus	hypothetical protein			protein-coding			WP_010657603.1	hypothetical protein	168	QYR01_RS14090
NZ_CP130431.1	726556	729078	2	minus	heavy metal translocating P-type ATPase			protein-coding			WP_036587922.1	heavy metal translocating P-type ATPase	840	QYR01_RS14095
NZ_CP130431.1	729159	729584	2	plus	MerR family transcriptional regulator			protein-coding			WP_012091121.1	MerR family transcriptional regulator	141	QYR01_RS14100
NZ_CP130431.1	729602	730432	2	minus	DUF3108 domain-containing protein			protein-coding			WP_010657606.1	DUF3108 domain-containing protein	276	QYR01_RS14105
NZ_CP130431.1	730884	731183	2	plus	50S ribosomal protein L28	rpmB		protein-coding			WP_010657607.1	50S ribosomal protein L28	99	QYR01_RS14110
NZ_CP130431.1	731263	731913	2	plus	queuosine precursor transporter			protein-coding			WP_010657608.1	queuosine precursor transporter	216	QYR01_RS14115
NZ_CP130431.1	732143	732883	2	plus	SDR family oxidoreductase			protein-coding			WP_010657609.1	SDR family oxidoreductase	246	QYR01_RS14120
NZ_CP130431.1	732922	734835	2	minus	cobaltochelatase subunit CobT	cobT		protein-coding			WP_010657610.1	cobaltochelatase subunit CobT	637	QYR01_RS14125
NZ_CP130431.1	734939	735925	2	minus	cobaltochelatase subunit CobS	cobS		protein-coding			WP_010657611.1	cobaltochelatase subunit CobS	328	QYR01_RS14130
NZ_CP130431.1	736154	736783	2	minus	J domain-containing protein			protein-coding			WP_010657612.1	J domain-containing protein	209	QYR01_RS14135
NZ_CP130431.1	736780	736977	2	minus	hypothetical protein			protein-coding			WP_080514313.1	hypothetical protein	65	QYR01_RS24345
NZ_CP130431.1	736970	737284	2	plus	BolA family protein			protein-coding			WP_010657613.1	BolA family protein	104	QYR01_RS14140
NZ_CP130431.1	737883	739190	2	minus	HlyC/CorC family transporter			protein-coding			WP_010657614.1	HlyC/CorC family transporter	435	QYR01_RS14145
NZ_CP130431.1	739204	740340	2	minus	3-dehydroquinate synthase	aroB		protein-coding			WP_010657615.1	3-dehydroquinate synthase	378	QYR01_RS14150
NZ_CP130431.1	740396	740986	2	minus	shikimate kinase			protein-coding			WP_010657616.1	shikimate kinase	196	QYR01_RS14155
NZ_CP130431.1	741218	741454	2	plus	hypothetical protein			protein-coding			WP_010657617.1	hypothetical protein	78	QYR01_RS14160
NZ_CP130431.1	741457	742380	2	plus	site-specific tyrosine recombinase XerD	xerD		protein-coding			WP_010657618.1	site-specific tyrosine recombinase XerD	307	QYR01_RS14165
NZ_CP130431.1	742516	743469	2	plus	acetyl-CoA carboxylase carboxyltransferase subunit alpha			protein-coding			WP_010657619.1	acetyl-CoA carboxylase carboxyltransferase subunit alpha	317	QYR01_RS14170
NZ_CP130431.1	743750	744988	2	plus	L,D-transpeptidase family protein			protein-coding			WP_010657620.1	L,D-transpeptidase family protein	412	QYR01_RS14175
NZ_CP130431.1	744967	745224	2	plus	sulfurtransferase TusA family protein			protein-coding			WP_029375812.1	sulfurtransferase TusA family protein	85	QYR01_RS14180
NZ_CP130431.1	745228	746418	2	minus	CobW family GTP-binding protein			protein-coding			WP_010657622.1	CobW family GTP-binding protein	396	QYR01_RS14185
NZ_CP130431.1	746420	747535	2	minus	D-alanyl-D-alanine carboxypeptidase family protein			protein-coding			WP_012091110.1	D-alanyl-D-alanine carboxypeptidase family protein	371	QYR01_RS14190
NZ_CP130431.1	747720	748883	2	plus	M20 aminoacylase family protein			protein-coding			WP_010657624.1	M20 aminoacylase family protein	387	QYR01_RS14195
NZ_CP130431.1	748998	749074	2	plus	tRNA-Arg			tRNA						QYR01_RS14200
NZ_CP130431.1	749082	749846	2	minus	SDR family NAD(P)-dependent oxidoreductase			protein-coding			WP_010657625.1	SDR family NAD(P)-dependent oxidoreductase	254	QYR01_RS14205
NZ_CP130431.1	749953	750393	2	plus	GFA family protein			protein-coding			WP_010657626.1	GFA family protein	146	QYR01_RS14210
NZ_CP130431.1	750390	752027	2	minus	GMC family oxidoreductase			protein-coding			WP_010657627.1	GMC family oxidoreductase	545	QYR01_RS14215
NZ_CP130431.1	752048	752812	2	minus	3-ketoacyl-ACP reductase			protein-coding			WP_010657628.1	3-ketoacyl-ACP reductase	254	QYR01_RS14220
NZ_CP130431.1	752809	754293	2	minus	FAD-dependent oxidoreductase			protein-coding			WP_010657629.1	FAD-dependent oxidoreductase	494	QYR01_RS14225
NZ_CP130431.1	754306	755826	2	minus	aldehyde dehydrogenase family protein			protein-coding			WP_010657630.1	aldehyde dehydrogenase family protein	506	QYR01_RS14230
NZ_CP130431.1	755820	756596	2	minus	enoyl-CoA hydratase/isomerase family protein			protein-coding			WP_010657631.1	enoyl-CoA hydratase/isomerase family protein	258	QYR01_RS14235
NZ_CP130431.1	756597	758198	2	minus	acyl CoA:acetate/3-ketoacid CoA transferase			protein-coding			WP_010657632.1	acyl CoA:acetate/3-ketoacid CoA transferase	533	QYR01_RS14240
NZ_CP130431.1	758204	759205	2	minus	Gfo/Idh/MocA family protein			protein-coding			WP_010657633.1	Gfo/Idh/MocA family protein	333	QYR01_RS14245
NZ_CP130431.1	759184	760239	2	minus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_010657634.1	LacI family DNA-binding transcriptional regulator	351	QYR01_RS14250
NZ_CP130431.1	760489	761658	2	plus	dihydrodipicolinate synthase family protein			protein-coding			WP_010657635.1	dihydrodipicolinate synthase family protein	389	QYR01_RS14255
NZ_CP130431.1	761753	762775	2	minus	LLM class flavin-dependent oxidoreductase			protein-coding			WP_010657636.1	LLM class flavin-dependent oxidoreductase	340	QYR01_RS14260
NZ_CP130431.1	763089	764042	2	plus	ABC transporter substrate-binding protein			protein-coding			WP_010657637.1	ABC transporter substrate-binding protein	317	QYR01_RS14265
NZ_CP130431.1	764284	764691	2	plus	FAD-dependent oxidoreductase			protein-coding			WP_235691737.1	FAD-dependent oxidoreductase	135	QYR01_RS14270
NZ_CP130431.1	764818	767679	2	minus	autotransporter domain-containing protein			protein-coding			WP_302702894.1	autotransporter domain-containing protein	953	QYR01_RS14275
NZ_CP130431.1	768475	769359	2	plus	ABC transporter permease			protein-coding			WP_010657640.1	ABC transporter permease	294	QYR01_RS14280
NZ_CP130431.1	769356	770150	2	plus	ABC transporter ATP-binding protein			protein-coding			WP_036579538.1	ABC transporter ATP-binding protein	264	QYR01_RS14285
NZ_CP130431.1	770369	771286	2	minus	hypothetical protein			protein-coding			WP_010657642.1	hypothetical protein	305	QYR01_RS14290
NZ_CP130431.1	771587	772630	2	minus	DNA polymerase III subunit delta	holA		protein-coding			WP_010657643.1	DNA polymerase III subunit delta	347	QYR01_RS14295
NZ_CP130431.1	772982	773863	2	minus	ParB/RepB/Spo0J family partition protein			protein-coding			WP_010657644.1	ParB/RepB/Spo0J family partition protein	293	QYR01_RS14300
NZ_CP130431.1	773908	774705	2	minus	ParA family protein			protein-coding			WP_010657645.1	ParA family protein	265	QYR01_RS14305
NZ_CP130431.1	774750	775391	2	minus	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG		protein-coding			WP_010657646.1	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	213	QYR01_RS14310
NZ_CP130431.1	775388	777298	2	minus	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	mnmG		protein-coding			WP_010657647.1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	636	QYR01_RS14315
NZ_CP130431.1	777515	778843	2	minus	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	mnmE		protein-coding			WP_010657648.1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	442	QYR01_RS14320
NZ_CP130431.1	778937	780949	2	plus	thioredoxin domain-containing protein			protein-coding			WP_010657649.1	thioredoxin domain-containing protein	670	QYR01_RS14325
NZ_CP130431.1	781013	782278	2	minus	transcription termination factor Rho	rho		protein-coding			WP_012091070.1	transcription termination factor Rho	421	QYR01_RS14330
NZ_CP130431.1	782510	783046	2	minus	protoporphyrinogen oxidase HemJ	hemJ		protein-coding			WP_010657651.1	protoporphyrinogen oxidase HemJ	178	QYR01_RS14335
NZ_CP130431.1	783043	784068	2	minus	uroporphyrinogen decarboxylase	hemE		protein-coding			WP_010657652.1	uroporphyrinogen decarboxylase	341	QYR01_RS14340
NZ_CP130431.1	784523	785353	2	plus	pyruvate, water dikinase regulatory protein			protein-coding			WP_010657653.1	pyruvate, water dikinase regulatory protein	276	QYR01_RS14345
NZ_CP130431.1	785369	785968	2	plus	Maf-like protein			protein-coding			WP_010657654.1	Maf-like protein	199	QYR01_RS14350
NZ_CP130431.1	785961	786809	2	plus	shikimate dehydrogenase			protein-coding			WP_010657655.1	shikimate dehydrogenase	282	QYR01_RS14355
NZ_CP130431.1	786806	787408	2	plus	dephospho-CoA kinase	coaE		protein-coding			WP_010657656.1	dephospho-CoA kinase	200	QYR01_RS14360
NZ_CP130431.1	787460	788155	2	plus	DNA polymerase III subunit epsilon	dnaQ		protein-coding			WP_010657657.1	DNA polymerase III subunit epsilon	231	QYR01_RS14365
NZ_CP130431.1	788330	788821	2	minus	protein-export chaperone SecB	secB		protein-coding			WP_010657658.1	protein-export chaperone SecB	163	QYR01_RS14370
NZ_CP130431.1	788964	789473	2	minus	FxsA family protein			protein-coding			WP_010657659.1	FxsA family protein	169	QYR01_RS14375
NZ_CP130431.1	789694	790389	2	plus	Tim44/TimA family putative adaptor protein			protein-coding			WP_010657660.1	Tim44/TimA family putative adaptor protein	231	QYR01_RS14380
NZ_CP130431.1	790559	791656	2	plus	murein transglycosylase A	mltA		protein-coding			WP_302702896.1	murein transglycosylase A	365	QYR01_RS14385
NZ_CP130431.1	791662	792279	2	plus	Smr/MutS family protein			protein-coding			WP_010657662.1	Smr/MutS family protein	205	QYR01_RS14390
NZ_CP130431.1	792276	792668	2	plus	helix-turn-helix transcriptional regulator			protein-coding			WP_010657663.1	helix-turn-helix transcriptional regulator	130	QYR01_RS14395
NZ_CP130431.1	792885	793865	2	minus	DUF1402 family protein			protein-coding			WP_012091062.1	DUF1402 family protein	326	QYR01_RS14400
NZ_CP130431.1	793999	795303	2	minus	ATP-dependent protease ATPase subunit HslU	hslU		protein-coding			WP_010657665.1	ATP-dependent protease ATPase subunit HslU	434	QYR01_RS14405
NZ_CP130431.1	795306	795896	2	minus	DUF2585 domain-containing protein			protein-coding			WP_010657666.1	DUF2585 domain-containing protein	196	QYR01_RS14410
NZ_CP130431.1	795893	796447	2	minus	ATP-dependent protease subunit HslV	hslV		protein-coding			WP_010657667.1	ATP-dependent protease subunit HslV	184	QYR01_RS14415
NZ_CP130431.1	796684	797292	2	plus	imidazoleglycerol-phosphate dehydratase HisB	hisB		protein-coding			WP_010657668.1	imidazoleglycerol-phosphate dehydratase HisB	202	QYR01_RS14420
NZ_CP130431.1	797315	797857	2	plus	DUF2628 domain-containing protein			protein-coding			WP_010657669.1	DUF2628 domain-containing protein	180	QYR01_RS14425
NZ_CP130431.1	797860	798510	2	plus	imidazole glycerol phosphate synthase subunit HisH	hisH		protein-coding			WP_012091059.1	imidazole glycerol phosphate synthase subunit HisH	216	QYR01_RS14430
NZ_CP130431.1	798515	799246	2	plus	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	hisA		protein-coding			WP_010657671.1	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	243	QYR01_RS14435
NZ_CP130431.1	799383	800165	2	plus	imidazole glycerol phosphate synthase subunit HisF	hisF		protein-coding			WP_010657672.1	imidazole glycerol phosphate synthase subunit HisF	260	QYR01_RS14440
NZ_CP130431.1	800189	800512	2	plus	phosphoribosyl-ATP diphosphatase			protein-coding			WP_010657673.1	phosphoribosyl-ATP diphosphatase	107	QYR01_RS14445
NZ_CP130431.1	800573	801541	2	plus	type I pantothenate kinase	coaA		protein-coding			WP_010657674.1	type I pantothenate kinase	322	QYR01_RS14450
NZ_CP130431.1	801565	802398	2	plus	PhzF family phenazine biosynthesis protein			protein-coding			WP_010657675.1	PhzF family phenazine biosynthesis protein	277	QYR01_RS14455
NZ_CP130431.1	802395	802832	2	minus	alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB	arfB		protein-coding			WP_010657676.1	alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB	145	QYR01_RS14460
NZ_CP130431.1	802977	804587	2	minus	phosphoenolpyruvate carboxykinase			protein-coding			WP_010657677.1	phosphoenolpyruvate carboxykinase	536	QYR01_RS14465
NZ_CP130431.1	805001	805720	2	plus	response regulator transcription factor			protein-coding			WP_006468074.1	response regulator transcription factor	239	QYR01_RS14470
NZ_CP130431.1	805786	807603	2	plus	stimulus-sensing domain-containing protein			protein-coding			WP_010657678.1	stimulus-sensing domain-containing protein	605	QYR01_RS14475
NZ_CP130431.1	807600	808082	2	plus	HPr kinase/phosphorylase			protein-coding			WP_010657679.1	HPr kinase/phosphorylase	160	QYR01_RS14480
NZ_CP130431.1	808287	808688	2	plus	PTS sugar transporter subunit IIA			protein-coding			WP_006472522.1	PTS sugar transporter subunit IIA	133	QYR01_RS14485
NZ_CP130431.1	808692	809006	2	plus	HPr family phosphocarrier protein			protein-coding			WP_010657680.1	HPr family phosphocarrier protein	104	QYR01_RS14490
NZ_CP130431.1	809000	809836	2	plus	glutamate racemase			protein-coding			WP_010657681.1	glutamate racemase	278	QYR01_RS14495
NZ_CP130431.1	810009	811409	2	plus	adenosylhomocysteinase	ahcY		protein-coding			WP_010657682.1	adenosylhomocysteinase	466	QYR01_RS14500
NZ_CP130431.1	811869	814322	2	plus	sensor histidine kinase			protein-coding			WP_226622508.1	sensor histidine kinase	817	QYR01_RS14505
NZ_CP130431.1	814337	815866	2	plus	bifunctional tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE/phosphotransferase			protein-coding			WP_010657684.1	bifunctional tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE/phosphotransferase	509	QYR01_RS14510
NZ_CP130431.1	815863	816594	2	plus	nucleotidyltransferase family protein			protein-coding			WP_010657685.1	nucleotidyltransferase family protein	243	QYR01_RS14515
NZ_CP130431.1	816608	819823	2	plus	double-strand break repair protein AddB	addB		protein-coding			WP_010657686.1	double-strand break repair protein AddB	1071	QYR01_RS14520
NZ_CP130431.1	819820	823362	2	plus	double-strand break repair helicase AddA	addA		protein-coding			WP_010657687.1	double-strand break repair helicase AddA	1180	QYR01_RS14525
NZ_CP130431.1	823441	823764	2	plus	thioredoxin	trxA		protein-coding			WP_006473274.1	thioredoxin	107	QYR01_RS14530
NZ_CP130431.1	823930	825222	2	minus	bifunctional folylpolyglutamate synthase/dihydrofolate synthase			protein-coding			WP_029375814.1	bifunctional folylpolyglutamate synthase/dihydrofolate synthase	430	QYR01_RS14535
NZ_CP130431.1	825261	826166	2	minus	acetyl-CoA carboxylase, carboxyltransferase subunit beta	accD		protein-coding			WP_010657689.1	acetyl-CoA carboxylase, carboxyltransferase subunit beta	301	QYR01_RS14540
NZ_CP130431.1	826247	827086	2	minus	tryptophan synthase subunit alpha	trpA		protein-coding			WP_010657690.1	tryptophan synthase subunit alpha	279	QYR01_RS14545
