Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
CP129668.1	147480	149243	2	plus	ABC transporter ATP-binding protein			protein-coding			WKL21831.1	ABC transporter ATP-binding protein	587	QYR00_14900
CP129668.1	149284	150414	2	plus	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase			protein-coding			WKL21832.1	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	376	QYR00_14905
CP129668.1	150420	152090	2	minus	IS66 family transposase			protein-coding			WKL21833.1	IS66 family transposase	556	QYR00_14910
CP129668.1	152153	152506	2	minus	IS66 family insertion sequence element accessory protein TnpB	tnpB		protein-coding			WKL21834.1	IS66 family insertion sequence element accessory protein TnpB	117	QYR00_14915
CP129668.1	152503	152955	2	minus	transposase			protein-coding			WKL23342.1	transposase	150	QYR00_14920
CP129668.1	153045	153443	2	plus	uncharacterized gene			pseudogene						QYR00_14925
CP129668.1	153536	155629	2	minus	NAD(+) synthase			protein-coding			WKL21835.1	NAD(+) synthase	697	QYR00_14930
CP129668.1	155604	157694	2	minus	FkbM family methyltransferase			protein-coding			WKL21836.1	FkbM family methyltransferase	696	QYR00_14935
CP129668.1	157612	158181	2	minus	NUDIX hydrolase			protein-coding			WKL21837.1	NUDIX hydrolase	189	QYR00_14940
CP129668.1	158185	159636	2	minus	FkbM family methyltransferase			protein-coding			WKL21838.1	FkbM family methyltransferase	483	QYR00_14945
CP129668.1	159633	161480	2	minus	hypothetical protein			protein-coding			WKL21839.1	hypothetical protein	615	QYR00_14950
CP129668.1	161477	162835	2	minus	nucleotide sugar dehydrogenase			protein-coding			WKL21840.1	nucleotide sugar dehydrogenase	452	QYR00_14955
CP129668.1	162864	163844	2	minus	NAD-dependent epimerase/dehydratase family protein			protein-coding			WKL21841.1	NAD-dependent epimerase/dehydratase family protein	326	QYR00_14960
CP129668.1	164123	165553	2	plus	UbiA family prenyltransferase			protein-coding			WKL21842.1	UbiA family prenyltransferase	476	QYR00_14965
CP129668.1	165550	165972	2	plus	GtrA family protein			protein-coding			WKL21843.1	GtrA family protein	140	QYR00_14970
CP129668.1	165969	167294	2	plus	FAD-binding oxidoreductase			protein-coding			WKL21844.1	FAD-binding oxidoreductase	441	QYR00_14975
CP129668.1	167291	168028	2	plus	SDR family oxidoreductase			protein-coding			WKL21845.1	SDR family oxidoreductase	245	QYR00_14980
CP129668.1	168025	169092	2	plus	hypothetical protein			protein-coding			WKL21846.1	hypothetical protein	355	QYR00_14985
CP129668.1	169330	170607	2	minus	glycosyltransferase family 1 protein			protein-coding			WKL21847.1	glycosyltransferase family 1 protein	425	QYR00_14990
CP129668.1	170783	171964	2	minus	AGE family epimerase/isomerase			protein-coding			WKL21848.1	AGE family epimerase/isomerase	393	QYR00_14995
CP129668.1	172266	173051	2	plus	2-keto-4-pentenoate hydratase			protein-coding			WKL21849.1	2-keto-4-pentenoate hydratase	261	QYR00_15000
CP129668.1	173128	174033	2	minus	LysR family transcriptional regulator			protein-coding			WKL21850.1	LysR family transcriptional regulator	301	QYR00_15005
CP129668.1	174217	175272	2	plus	aldo/keto reductase			protein-coding			WKL21851.1	aldo/keto reductase	351	QYR00_15010
CP129668.1	175322	176272	2	minus	bile acid:sodium symporter family protein			protein-coding			WKL21852.1	bile acid:sodium symporter family protein	316	QYR00_15015
CP129668.1	176351	177154	2	minus	hypothetical protein			protein-coding			WKL21853.1	hypothetical protein	267	QYR00_15020
CP129668.1	177294	178361	2	plus	linear amide C-N hydrolase			protein-coding			WKL21854.1	linear amide C-N hydrolase	355	QYR00_15025
CP129668.1	178450	178977	2	minus	dihydrofolate reductase family protein			protein-coding			WKL21855.1	dihydrofolate reductase family protein	175	QYR00_15030
CP129668.1	179024	179593	2	plus	TetR/AcrR family transcriptional regulator			protein-coding			WKL21856.1	TetR/AcrR family transcriptional regulator	189	QYR00_15035
CP129668.1	179756	180355	2	plus	superoxide dismutase			protein-coding			WKL21857.1	superoxide dismutase	199	QYR00_15040
CP129668.1	180460	180795	2	plus	ferredoxin family protein			protein-coding			WKL21858.1	ferredoxin family protein	111	QYR00_15045
CP129668.1	180807	181370	2	plus	flavin reductase family protein			protein-coding			WKL21859.1	flavin reductase family protein	187	QYR00_15050
CP129668.1	181390	182346	2	minus	hypothetical protein			protein-coding			WKL21860.1	hypothetical protein	318	QYR00_15055
CP129668.1	182428	184113	2	minus	iron ABC transporter permease			protein-coding			WKL21861.1	iron ABC transporter permease	561	QYR00_15060
CP129668.1	184110	185195	2	minus	ABC transporter ATP-binding protein			protein-coding			WKL21862.1	ABC transporter ATP-binding protein	361	QYR00_15065
CP129668.1	185308	186300	2	minus	ABC transporter substrate-binding protein			protein-coding			WKL21863.1	ABC transporter substrate-binding protein	330	QYR00_15070
CP129668.1	186583	187716	2	plus	ROK family transcriptional regulator			protein-coding			WKL21864.1	ROK family transcriptional regulator	377	QYR00_15075
CP129668.1	187850	188779	2	minus	AraC family transcriptional regulator			protein-coding			WKL21865.1	AraC family transcriptional regulator	309	QYR00_15080
CP129668.1	188876	189625	2	plus	SDR family oxidoreductase			protein-coding			WKL21866.1	SDR family oxidoreductase	249	QYR00_15085
CP129668.1	189692	190477	2	minus	inositol monophosphatase family protein			protein-coding			WKL21867.1	inositol monophosphatase family protein	261	QYR00_15090
CP129668.1	190474	191370	2	minus	glycerophosphodiester phosphodiesterase family protein			protein-coding			WKL21868.1	glycerophosphodiester phosphodiesterase family protein	298	QYR00_15095
CP129668.1	191417	192280	2	minus	ABC transporter permease			protein-coding			WKL21869.1	ABC transporter permease	287	QYR00_15100
CP129668.1	192280	193134	2	minus	ABC transporter permease			protein-coding			WKL23343.1	ABC transporter permease	284	QYR00_15105
CP129668.1	193134	194174	2	minus	ABC transporter ATP-binding protein			protein-coding			WKL21870.1	ABC transporter ATP-binding protein	346	QYR00_15110
CP129668.1	194258	195487	2	minus	extracellular solute-binding protein			protein-coding			WKL21871.1	extracellular solute-binding protein	409	QYR00_15115
CP129668.1	195633	196781	2	plus	ROK family protein			protein-coding			WKL21872.1	ROK family protein	382	QYR00_15120
CP129668.1	196865	198847	2	minus	phosphatase PAP2 family protein			protein-coding			WKL21873.1	phosphatase PAP2 family protein	660	QYR00_15125
CP129668.1	199101	200381	2	minus	ABC transporter substrate-binding protein			protein-coding			WKL21874.1	ABC transporter substrate-binding protein	426	QYR00_15130
CP129668.1	200578	203100	2	plus	hypothetical protein			protein-coding			WKL21875.1	hypothetical protein	840	QYR00_15135
CP129668.1	203114	204208	2	plus	glycoside hydrolase family 105 protein			protein-coding			WKL21876.1	glycoside hydrolase family 105 protein	364	QYR00_15140
CP129668.1	204205	205557	2	plus	glycoside hydrolase family 28 protein			protein-coding			WKL21877.1	glycoside hydrolase family 28 protein	450	QYR00_15145
CP129668.1	205557	206660	2	plus	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	ugpC		protein-coding			WKL21878.1	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	367	QYR00_15150
CP129668.1	206662	207657	2	plus	sugar ABC transporter permease			protein-coding			WKL21879.1	sugar ABC transporter permease	331	QYR00_15155
CP129668.1	207660	208709	2	plus	carbohydrate ABC transporter permease			protein-coding			WKL21880.1	carbohydrate ABC transporter permease	349	QYR00_15160
CP129668.1	208950	209996	2	minus	LacI family DNA-binding transcriptional regulator			protein-coding			WKL21881.1	LacI family DNA-binding transcriptional regulator	348	QYR00_15165
CP129668.1	210216	211001	2	minus	TIM barrel protein			protein-coding			WKL21882.1	TIM barrel protein	261	QYR00_15170
CP129668.1	211009	212019	2	minus	Gfo/Idh/MocA family oxidoreductase			protein-coding			WKL21883.1	Gfo/Idh/MocA family oxidoreductase	336	QYR00_15175
CP129668.1	212030	212929	2	minus	sugar phosphate isomerase/epimerase			protein-coding			WKL21884.1	sugar phosphate isomerase/epimerase	299	QYR00_15180
CP129668.1	213088	214029	2	minus	sugar ABC transporter substrate-binding protein			protein-coding			WKL21885.1	sugar ABC transporter substrate-binding protein	313	QYR00_15185
CP129668.1	214309	215337	2	minus	LacI family DNA-binding transcriptional regulator			protein-coding			WKL21886.1	LacI family DNA-binding transcriptional regulator	342	QYR00_15190
CP129668.1	215739	216944	2	minus	3-oxoadipyl-CoA thiolase	pcaF		protein-coding			WKL21887.1	3-oxoadipyl-CoA thiolase	401	QYR00_15195
CP129668.1	216955	217650	2	minus	CoA transferase subunit B			protein-coding			WKL21888.1	CoA transferase subunit B	231	QYR00_15200
CP129668.1	217647	218354	2	minus	3-oxoacid CoA-transferase subunit A			protein-coding			WKL21889.1	3-oxoacid CoA-transferase subunit A	235	QYR00_15205
CP129668.1	218493	219254	2	plus	IclR family transcriptional regulator			protein-coding			WKL21890.1	IclR family transcriptional regulator	253	QYR00_15210
CP129668.1	219224	220000	2	minus	helix-turn-helix domain-containing protein			protein-coding			WKL21891.1	helix-turn-helix domain-containing protein	258	QYR00_15215
CP129668.1	220265	221437	2	plus	4-hydroxybenzoate 3-monooxygenase	pobA		protein-coding			WKL21892.1	4-hydroxybenzoate 3-monooxygenase	390	QYR00_15220
CP129668.1	221658	222599	2	minus	pca operon transcription factor PcaQ	pcaQ		protein-coding			WKL21893.1	pca operon transcription factor PcaQ	313	QYR00_15225
CP129668.1	222694	223491	2	plus	3-oxoadipate enol-lactonase	pcaD		protein-coding			WKL21894.1	3-oxoadipate enol-lactonase	265	QYR00_15230
CP129668.1	223495	223929	2	plus	4-carboxymuconolactone decarboxylase	pcaC		protein-coding			WKL21895.1	4-carboxymuconolactone decarboxylase	144	QYR00_15235
CP129668.1	223926	224666	2	plus	protocatechuate 3,4-dioxygenase subunit beta	pcaH		protein-coding			WKL21896.1	protocatechuate 3,4-dioxygenase subunit beta	246	QYR00_15240
CP129668.1	224669	225289	2	plus	protocatechuate 3,4-dioxygenase subunit alpha	pcaG		protein-coding			WKL21897.1	protocatechuate 3,4-dioxygenase subunit alpha	206	QYR00_15245
CP129668.1	225308	226369	2	plus	3-carboxy-cis,cis-muconate cycloisomerase			protein-coding			WKL21898.1	3-carboxy-cis,cis-muconate cycloisomerase	353	QYR00_15250
CP129668.1	226735	227403	2	plus	amino acid ABC transporter permease			protein-coding			WKL21899.1	amino acid ABC transporter permease	222	QYR00_15255
CP129668.1	227414	228064	2	plus	amino acid ABC transporter permease			protein-coding			WKL21900.1	amino acid ABC transporter permease	216	QYR00_15260
CP129668.1	228107	228946	2	plus	transporter substrate-binding domain-containing protein			protein-coding			WKL21901.1	transporter substrate-binding domain-containing protein	279	QYR00_15265
CP129668.1	228960	229721	2	plus	amino acid ABC transporter ATP-binding protein			protein-coding			WKL21902.1	amino acid ABC transporter ATP-binding protein	253	QYR00_15270
CP129668.1	229883	230752	2	plus	shikimate dehydrogenase			protein-coding			WKL21903.1	shikimate dehydrogenase	289	QYR00_15275
CP129668.1	230749	231192	2	plus	type II 3-dehydroquinate dehydratase	aroQ		protein-coding			WKL21904.1	type II 3-dehydroquinate dehydratase	147	QYR00_15280
CP129668.1	231167	231859	2	minus	TetR/AcrR family transcriptional regulator			protein-coding			WKL21905.1	TetR/AcrR family transcriptional regulator	230	QYR00_15285
CP129668.1	231981	233882	2	plus	bifunctional sugar phosphate isomerase/epimerase/4-hydroxyphenylpyruvate dioxygenase family protein			protein-coding			WKL23344.1	bifunctional sugar phosphate isomerase/epimerase/4-hydroxyphenylpyruvate dioxygenase family protein	633	QYR00_15290
CP129668.1	233885	234178	2	minus	antibiotic biosynthesis monooxygenase			protein-coding			WKL21906.1	antibiotic biosynthesis monooxygenase	97	QYR00_15295
CP129668.1	234760	236580	2	plus	ABC transporter ATP-binding protein			protein-coding			WKL21907.1	ABC transporter ATP-binding protein	606	QYR00_15300
CP129668.1	236624	238159	2	plus	ABC transporter substrate-binding protein			protein-coding			WKL21908.1	ABC transporter substrate-binding protein	511	QYR00_15305
CP129668.1	238236	239159	2	plus	ABC transporter permease			protein-coding			WKL21909.1	ABC transporter permease	307	QYR00_15310
CP129668.1	239166	240014	2	plus	ABC transporter permease			protein-coding			WKL21910.1	ABC transporter permease	282	QYR00_15315
CP129668.1	240020	241753	2	plus	M14 family metallopeptidase			protein-coding			WKL21911.1	M14 family metallopeptidase	577	QYR00_15320
CP129668.1	241780	242151	2	minus	hypothetical protein			protein-coding			WKL21912.1	hypothetical protein	123	QYR00_15325
CP129668.1	242528	243700	2	plus	ABC transporter substrate-binding protein			protein-coding			WKL21913.1	ABC transporter substrate-binding protein	390	QYR00_15330
CP129668.1	243803	244666	2	plus	branched-chain amino acid ABC transporter permease			protein-coding			WKL21914.1	branched-chain amino acid ABC transporter permease	287	QYR00_15335
CP129668.1	244668	245675	2	plus	branched-chain amino acid ABC transporter permease			protein-coding			WKL21915.1	branched-chain amino acid ABC transporter permease	335	QYR00_15340
CP129668.1	245672	246436	2	plus	ABC transporter ATP-binding protein			protein-coding			WKL21916.1	ABC transporter ATP-binding protein	254	QYR00_15345
CP129668.1	246417	247133	2	plus	ABC transporter ATP-binding protein			protein-coding			WKL21917.1	ABC transporter ATP-binding protein	238	QYR00_15350
CP129668.1	247369	247659	2	minus	GIY-YIG nuclease family protein			protein-coding			WKL21918.1	GIY-YIG nuclease family protein	96	QYR00_15355
CP129668.1	247964	248779	2	plus	MurR/RpiR family transcriptional regulator			protein-coding			WKL21919.1	MurR/RpiR family transcriptional regulator	271	QYR00_15360
CP129668.1	248990	250906	2	plus	5-dehydro-2-deoxygluconokinase	iolC		protein-coding			WKL21920.1	5-dehydro-2-deoxygluconokinase	638	QYR00_15365
CP129668.1	250903	252729	2	plus	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	iolD		protein-coding			WKL21921.1	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	608	QYR00_15370
CP129668.1	252731	253639	2	plus	myo-inosose-2 dehydratase	iolE		protein-coding			WKL21922.1	myo-inosose-2 dehydratase	302	QYR00_15375
CP129668.1	253879	254691	2	plus	5-deoxy-glucuronate isomerase	iolB		protein-coding			WKL21923.1	5-deoxy-glucuronate isomerase	270	QYR00_15380
CP129668.1	254922	256049	2	plus	Gfo/Idh/MocA family oxidoreductase			protein-coding			WKL21924.1	Gfo/Idh/MocA family oxidoreductase	375	QYR00_15385
CP129668.1	256212	257174	2	minus	2-hydroxyacid dehydrogenase			protein-coding			WKL21925.1	2-hydroxyacid dehydrogenase	320	QYR00_15390
CP129668.1	257542	258564	2	minus	LacI family DNA-binding transcriptional regulator			protein-coding			WKL21926.1	LacI family DNA-binding transcriptional regulator	340	QYR00_15395
CP129668.1	258696	259205	2	minus	MarR family transcriptional regulator			protein-coding			WKL21927.1	MarR family transcriptional regulator	169	QYR00_15400
CP129668.1	259285	260085	2	plus	creatininase family protein			protein-coding			WKL21928.1	creatininase family protein	266	QYR00_15405
CP129668.1	260201	261328	2	plus	GTP-binding protein			protein-coding			WKL21929.1	GTP-binding protein	375	QYR00_15410
CP129668.1	261557	262549	2	plus	WD40 repeat domain-containing protein			protein-coding			WKL21930.1	WD40 repeat domain-containing protein	330	QYR00_15415
CP129668.1	262644	263825	2	minus	MFS transporter			protein-coding			WKL21931.1	MFS transporter	393	QYR00_15420
CP129668.1	264091	264378	2	minus	hypothetical protein			protein-coding			WKL21932.1	hypothetical protein	95	QYR00_15425
CP129668.1	264649	265827	2	plus	hypothetical protein			protein-coding			WKL21933.1	hypothetical protein	392	QYR00_15430
CP129668.1	265944	266585	2	plus	DUF1007 family protein			protein-coding			WKL21934.1	DUF1007 family protein	213	QYR00_15435
CP129668.1	266579	267640	2	plus	nickel/cobalt transporter			protein-coding			WKL21935.1	nickel/cobalt transporter	353	QYR00_15440
CP129668.1	267671	267901	2	minus	hypothetical protein			protein-coding			WKL21936.1	hypothetical protein	76	QYR00_15445
CP129668.1	267888	268580	2	minus	GNAT family protein			protein-coding			WKL21937.1	GNAT family protein	230	QYR00_15450
CP129668.1	268896	269591	2	minus	tellurite resistance TerB family protein			protein-coding			WKL21938.1	tellurite resistance TerB family protein	231	QYR00_15455
CP129668.1	269700	270338	2	minus	2-dehydro-3-deoxy-phosphogluconate aldolase			protein-coding			WKL21939.1	2-dehydro-3-deoxy-phosphogluconate aldolase	212	QYR00_15460
CP129668.1	270511	270999	2	plus	CYTH domain-containing protein			protein-coding			WKL21940.1	CYTH domain-containing protein	162	QYR00_15465
CP129668.1	270983	271891	2	plus	CHAD domain-containing protein			protein-coding			WKL21941.1	CHAD domain-containing protein	302	QYR00_15470
CP129668.1	272167	273123	2	plus	rhodanese-related sulfurtransferase			protein-coding			WKL21942.1	rhodanese-related sulfurtransferase	318	QYR00_15475
CP129668.1	273304	275547	2	minus	EAL domain-containing protein			protein-coding			WKL21943.1	EAL domain-containing protein	747	QYR00_15480
CP129668.1	275744	276523	2	minus	MetQ/NlpA family ABC transporter substrate-binding protein			protein-coding			WKL21944.1	MetQ/NlpA family ABC transporter substrate-binding protein	259	QYR00_15485
CP129668.1	276577	277245	2	minus	methionine ABC transporter permease			protein-coding			WKL21945.1	methionine ABC transporter permease	222	QYR00_15490
CP129668.1	277235	278350	2	minus	methionine ABC transporter ATP-binding protein			protein-coding			WKL21946.1	methionine ABC transporter ATP-binding protein	371	QYR00_15495
CP129668.1	278660	279289	2	minus	NAD(P)H-dependent oxidoreductase			protein-coding			WKL21947.1	NAD(P)H-dependent oxidoreductase	209	QYR00_15500
CP129668.1	279705	281084	2	minus	GH1 family beta-glucosidase			protein-coding			WKL21948.1	GH1 family beta-glucosidase	459	QYR00_15505
CP129668.1	281837	283147	2	minus	xylose isomerase	xylA		protein-coding			WKL21949.1	xylose isomerase	436	QYR00_15510
CP129668.1	283385	284839	2	minus	xylulokinase	xylB		protein-coding			WKL23345.1	xylulokinase	484	QYR00_15515
CP129668.1	284888	285910	2	minus	LacI family DNA-binding transcriptional regulator			protein-coding			WKL21950.1	LacI family DNA-binding transcriptional regulator	340	QYR00_15520
CP129668.1	286352	287935	2	minus	DHA2 family efflux MFS transporter permease subunit			protein-coding			WKL21951.1	DHA2 family efflux MFS transporter permease subunit	527	QYR00_15525
CP129668.1	287970	289184	2	minus	HlyD family secretion protein			protein-coding			WKL21952.1	HlyD family secretion protein	404	QYR00_15530
CP129668.1	289346	290032	2	plus	TetR/AcrR family transcriptional regulator			protein-coding			WKL21953.1	TetR/AcrR family transcriptional regulator	228	QYR00_15535
CP129668.1	290195	290956	2	plus	TerC family protein			protein-coding			WKL21954.1	TerC family protein	253	QYR00_15540
CP129668.1	291159	291446	2	plus	GIY-YIG nuclease family protein			protein-coding			WKL23346.1	GIY-YIG nuclease family protein	95	QYR00_15545
CP129668.1	291680	293452	2	plus	SLC13 family permease			protein-coding			WKL21955.1	SLC13 family permease	590	QYR00_15550
CP129668.1	293679	295136	2	plus	glutamate--tRNA ligase	gltX		protein-coding			WKL21956.1	glutamate--tRNA ligase	485	QYR00_15555
CP129668.1	295342	296841	2	plus	lysine--tRNA ligase	lysS		protein-coding			WKL21957.1	lysine--tRNA ligase	499	QYR00_15560
CP129668.1	297101	298003	2	minus	hypothetical protein			protein-coding			WKL23347.1	hypothetical protein	300	QYR00_15565
CP129668.1	298320	299210	2	plus	metal ABC transporter substrate-binding protein			protein-coding			WKL21958.1	metal ABC transporter substrate-binding protein	296	QYR00_15570
CP129668.1	299207	300115	2	plus	manganese/iron ABC transporter ATP-binding protein			protein-coding			WKL21959.1	manganese/iron ABC transporter ATP-binding protein	302	QYR00_15575
CP129668.1	300096	300956	2	plus	metal ABC transporter permease			protein-coding			WKL21960.1	metal ABC transporter permease	286	QYR00_15580
CP129668.1	300953	301807	2	plus	metal ABC transporter permease			protein-coding			WKL21961.1	metal ABC transporter permease	284	QYR00_15585
CP129668.1	301917	302090	2	plus	DUF1328 domain-containing protein			protein-coding			WKL21962.1	DUF1328 domain-containing protein	57	QYR00_15590
CP129668.1	302148	302879	2	minus	SDR family oxidoreductase			protein-coding			WKL21963.1	SDR family oxidoreductase	243	QYR00_15595
CP129668.1	303084	303857	2	plus	IclR family transcriptional regulator			protein-coding			WKL21964.1	IclR family transcriptional regulator	257	QYR00_15600
CP129668.1	304173	305138	2	minus	transaldolase	tal		protein-coding			WKL21965.1	transaldolase	321	QYR00_15605
CP129668.1	305346	306332	2	plus	sugar-binding transcriptional regulator			protein-coding			WKL21966.1	sugar-binding transcriptional regulator	328	QYR00_15610
CP129668.1	306485	307357	2	minus	bifunctional helix-turn-helix domain-containing protein/methylated-DNA--[protein]-cysteine S-methyltransferase			protein-coding			WKL21967.1	bifunctional helix-turn-helix domain-containing protein/methylated-DNA--[protein]-cysteine S-methyltransferase	290	QYR00_15615
CP129668.1	307621	308103	2	minus	DUF2244 domain-containing protein			protein-coding			WKL21968.1	DUF2244 domain-containing protein	160	QYR00_15620
CP129668.1	308141	308923	2	plus	endonuclease III	nth		protein-coding			WKL21969.1	endonuclease III	260	QYR00_15625
CP129668.1	308885	309622	2	minus	sulfate transporter family protein			protein-coding			WKL23348.1	sulfate transporter family protein	245	QYR00_15630
CP129668.1	309918	310748	2	plus	MurR/RpiR family transcriptional regulator			protein-coding			WKL21970.1	MurR/RpiR family transcriptional regulator	276	QYR00_15635
CP129668.1	310810	312384	2	minus	FGGY-family carbohydrate kinase			protein-coding			WKL21971.1	FGGY-family carbohydrate kinase	524	QYR00_15640
CP129668.1	312445	313164	2	minus	HAD family hydrolase			protein-coding			WKL21972.1	HAD family hydrolase	239	QYR00_15645
CP129668.1	313172	314656	2	minus	mannitol dehydrogenase family protein			protein-coding			WKL21973.1	mannitol dehydrogenase family protein	494	QYR00_15650
CP129668.1	314718	315494	2	minus	L-iditol 2-dehydrogenase			protein-coding			WKL21974.1	L-iditol 2-dehydrogenase	258	QYR00_15655
CP129668.1	315491	316489	2	minus	ABC transporter ATP-binding protein			protein-coding			WKL21975.1	ABC transporter ATP-binding protein	332	QYR00_15660
CP129668.1	316502	317326	2	minus	carbohydrate ABC transporter permease			protein-coding			WKL21976.1	carbohydrate ABC transporter permease	274	QYR00_15665
CP129668.1	317571	318443	2	minus	sugar ABC transporter permease			protein-coding			WKL21977.1	sugar ABC transporter permease	290	QYR00_15670
CP129668.1	318610	319923	2	minus	sugar ABC transporter substrate-binding protein			protein-coding			WKL21978.1	sugar ABC transporter substrate-binding protein	437	QYR00_15675
CP129668.1	320068	321021	2	minus	sugar-binding transcriptional regulator			protein-coding			WKL21979.1	sugar-binding transcriptional regulator	317	QYR00_15680
CP129668.1	321329	323179	2	minus	ABC transporter ATP-binding protein			protein-coding			WKL21980.1	ABC transporter ATP-binding protein	616	QYR00_15685
CP129668.1	323228	324391	2	minus	M20 aminoacylase family protein			protein-coding			WKL21981.1	M20 aminoacylase family protein	387	QYR00_15690
CP129668.1	324697	326406	2	plus	peptide ABC transporter substrate-binding protein			protein-coding			WKL21982.1	peptide ABC transporter substrate-binding protein	569	QYR00_15695
CP129668.1	326551	327561	2	plus	ABC transporter permease			protein-coding			WKL21983.1	ABC transporter permease	336	QYR00_15700
CP129668.1	327554	328474	2	plus	ABC transporter permease			protein-coding			WKL21984.1	ABC transporter permease	306	QYR00_15705
CP129668.1	328642	328992	2	minus	ribbon-helix-helix domain-containing protein			protein-coding			WKL21985.1	ribbon-helix-helix domain-containing protein	116	QYR00_15710
CP129668.1	329063	329629	2	minus	DJ-1/PfpI family protein			protein-coding			WKL21986.1	DJ-1/PfpI family protein	188	QYR00_15715
CP129668.1	329736	331124	2	minus	amidase			protein-coding			WKL21987.1	amidase	462	QYR00_15720
CP129668.1	331178	331999	2	minus	ABC transporter permease			protein-coding			WKL21988.1	ABC transporter permease	273	QYR00_15725
CP129668.1	331996	332946	2	minus	ABC transporter permease			protein-coding			WKL21989.1	ABC transporter permease	316	QYR00_15730
CP129668.1	333176	334711	2	minus	ABC transporter substrate-binding protein			protein-coding			WKL21990.1	ABC transporter substrate-binding protein	511	QYR00_15735
CP129668.1	334895	335797	2	minus	LysR family transcriptional regulator			protein-coding			WKL21991.1	LysR family transcriptional regulator	300	QYR00_15740
CP129668.1	336055	336804	2	minus	ABC transporter ATP-binding protein			protein-coding			WKL21992.1	ABC transporter ATP-binding protein	249	QYR00_15745
CP129668.1	336801	337637	2	minus	ABC transporter ATP-binding protein			protein-coding			WKL21993.1	ABC transporter ATP-binding protein	278	QYR00_15750
CP129668.1	337634	338566	2	minus	ABC transporter permease			protein-coding			WKL21994.1	ABC transporter permease	310	QYR00_15755
CP129668.1	338563	339630	2	minus	ABC transporter permease			protein-coding			WKL21995.1	ABC transporter permease	355	QYR00_15760
CP129668.1	339649	341289	2	minus	ABC transporter substrate-binding protein			protein-coding			WKL21996.1	ABC transporter substrate-binding protein	546	QYR00_15765
CP129668.1	341340	342395	2	minus	dipeptidase			protein-coding			WKL21997.1	dipeptidase	351	QYR00_15770
CP129668.1	342601	343308	2	minus	phosphoribosyltransferase			protein-coding			WKL21998.1	phosphoribosyltransferase	235	QYR00_15775
CP129668.1	343516	344688	2	plus	M20 aminoacylase family protein			protein-coding			WKL21999.1	M20 aminoacylase family protein	390	QYR00_15780
CP129668.1	344763	345953	2	minus	CmlA/FloR family chloramphenicol efflux MFS transporter	cml		protein-coding			WKL22000.1	CmlA/FloR family chloramphenicol efflux MFS transporter	396	QYR00_15785
CP129668.1	346167	347960	2	minus	adenine deaminase			protein-coding			WKL22001.1	adenine deaminase	597	QYR00_15790
CP129668.1	347957	348880	2	minus	nucleoside hydrolase			protein-coding			WKL22002.1	nucleoside hydrolase	307	QYR00_15795
CP129668.1	348883	349908	2	minus	ABC transporter ATP-binding protein			protein-coding			WKL22003.1	ABC transporter ATP-binding protein	341	QYR00_15800
CP129668.1	349901	350680	2	minus	ABC transporter permease			protein-coding			WKL22004.1	ABC transporter permease	259	QYR00_15805
CP129668.1	350677	351504	2	minus	ABC transporter permease			protein-coding			WKL22005.1	ABC transporter permease	275	QYR00_15810
CP129668.1	351679	352701	2	minus	ABC transporter substrate-binding protein			protein-coding			WKL22006.1	ABC transporter substrate-binding protein	340	QYR00_15815
CP129668.1	352698	353765	2	minus	LacI family DNA-binding transcriptional regulator			protein-coding			WKL22007.1	LacI family DNA-binding transcriptional regulator	355	QYR00_15820
CP129668.1	353901	354821	2	minus	LysR family transcriptional regulator			protein-coding			WKL22008.1	LysR family transcriptional regulator	306	QYR00_15825
CP129668.1	354918	356105	2	plus	acyl-CoA dehydrogenase			protein-coding			WKL22009.1	acyl-CoA dehydrogenase	395	QYR00_15830
CP129668.1	356424	358517	2	minus	TonB-dependent receptor			protein-coding			WKL22010.1	TonB-dependent receptor	697	QYR00_15835
CP129668.1	358789	359565	2	plus	IclR family transcriptional regulator			protein-coding			WKL23349.1	IclR family transcriptional regulator	258	QYR00_15840
CP129668.1	359568	360869	2	minus	NtaA/DmoA family FMN-dependent monooxygenase			protein-coding			WKL22011.1	NtaA/DmoA family FMN-dependent monooxygenase	433	QYR00_15845
CP129668.1	361070	361885	2	plus	ABC transporter ATP-binding protein			protein-coding			WKL22012.1	ABC transporter ATP-binding protein	271	QYR00_15850
CP129668.1	361882	362895	2	plus	iron ABC transporter permease			protein-coding			WKL22013.1	iron ABC transporter permease	337	QYR00_15855
CP129668.1	362892	363956	2	plus	iron ABC transporter permease			protein-coding			WKL22014.1	iron ABC transporter permease	354	QYR00_15860
CP129668.1	363980	364933	2	plus	ABC transporter substrate-binding protein			protein-coding			WKL22015.1	ABC transporter substrate-binding protein	317	QYR00_15865
CP129668.1	365165	366004	2	plus	siderophore-interacting protein			protein-coding			WKL22016.1	siderophore-interacting protein	279	QYR00_15870
