Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP129672.1	2706981	2708111		minus	HPP family protein			protein-coding			WP_302092897.1	HPP family protein	376	QYQ99_RS12305
NZ_CP129672.1	2708240	2708815		minus	nitroreductase family protein			protein-coding			WP_302092898.1	nitroreductase family protein	191	QYQ99_RS12310
NZ_CP129672.1	2708916	2709953		minus	hypothetical protein			protein-coding			WP_302092899.1	hypothetical protein	345	QYQ99_RS12315
NZ_CP129672.1	2710240	2711469		plus	phosphoglycerate dehydrogenase	serA		protein-coding			WP_302092900.1	phosphoglycerate dehydrogenase	409	QYQ99_RS12320
NZ_CP129672.1	2711629	2713629		plus	OPT family oligopeptide transporter			protein-coding			WP_302092901.1	OPT family oligopeptide transporter	666	QYQ99_RS12325
NZ_CP129672.1	2713626	2714444		plus	hypothetical protein			protein-coding			WP_302092902.1	hypothetical protein	272	QYQ99_RS12330
NZ_CP129672.1	2714495	2715307		minus	alpha/beta hydrolase			protein-coding			WP_302092903.1	alpha/beta hydrolase	270	QYQ99_RS12335
NZ_CP129672.1	2716397	2717089		minus	excinuclease ABC subunit A			protein-coding			WP_302092904.1	excinuclease ABC subunit A	230	QYQ99_RS12340
NZ_CP129672.1	2717218	2718675		minus	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	gatB		protein-coding			WP_302092905.1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	485	QYQ99_RS12345
NZ_CP129672.1	2718790	2720280		minus	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	gatA		protein-coding			WP_302092906.1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	496	QYQ99_RS12350
NZ_CP129672.1	2720302	2720601		minus	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	gatC		protein-coding			WP_003070403.1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	99	QYQ99_RS12355
NZ_CP129672.1	2720814	2721857		plus	rod shape-determining protein			protein-coding			WP_003059473.1	rod shape-determining protein	347	QYQ99_RS12360
NZ_CP129672.1	2722023	2723039		plus	rod shape-determining protein MreC	mreC		protein-coding			WP_302092907.1	rod shape-determining protein MreC	338	QYQ99_RS12365
NZ_CP129672.1	2723036	2723554		plus	rod shape-determining protein MreD	mreD		protein-coding			WP_302092908.1	rod shape-determining protein MreD	172	QYQ99_RS12370
NZ_CP129672.1	2723657	2725609		plus	penicillin-binding protein 2	mrdA		protein-coding			WP_302092909.1	penicillin-binding protein 2	650	QYQ99_RS12375
NZ_CP129672.1	2725659	2726417		minus	sulfite exporter TauE/SafE family protein			protein-coding			WP_302092910.1	sulfite exporter TauE/SafE family protein	252	QYQ99_RS12380
NZ_CP129672.1	2726992	2728659		minus	GMC family oxidoreductase			protein-coding			WP_302092911.1	GMC family oxidoreductase	555	QYQ99_RS12385
NZ_CP129672.1	2728966	2730093		plus	MlaE family ABC transporter permease			protein-coding			WP_302092912.1	MlaE family ABC transporter permease	375	QYQ99_RS12390
NZ_CP129672.1	2730220	2731080		plus	ABC transporter ATP-binding protein			protein-coding			WP_409811643.1	ABC transporter ATP-binding protein	286	QYQ99_RS12395
NZ_CP129672.1	2731080	2732027		plus	MlaD family protein			protein-coding			WP_302092914.1	MlaD family protein	315	QYQ99_RS12400
NZ_CP129672.1	2732136	2732819		plus	ABC-type transport auxiliary lipoprotein family protein			protein-coding			WP_302092915.1	ABC-type transport auxiliary lipoprotein family protein	227	QYQ99_RS12405
NZ_CP129672.1	2732992	2733489		plus	hemerythrin domain-containing protein			protein-coding			WP_302092916.1	hemerythrin domain-containing protein	165	QYQ99_RS12410
NZ_CP129672.1	2733573	2734220		minus	MarC family protein			protein-coding			WP_302092917.1	MarC family protein	215	QYQ99_RS12415
NZ_CP129672.1	2734403	2735095		plus	dienelactone hydrolase family protein			protein-coding			WP_302092918.1	dienelactone hydrolase family protein	230	QYQ99_RS12420
NZ_CP129672.1	2735261	2736463		minus	magnesium transporter CorA family protein			protein-coding			WP_302092919.1	magnesium transporter CorA family protein	400	QYQ99_RS12425
NZ_CP129672.1	2736596	2737606		minus	porphobilinogen synthase	hemB		protein-coding			WP_302092920.1	porphobilinogen synthase	336	QYQ99_RS12430
NZ_CP129672.1	2737739	2738155		plus	CopD family protein			protein-coding			WP_167010891.1	CopD family protein	138	QYQ99_RS12435
NZ_CP129672.1	2738213	2739310		plus	VanZ family protein			protein-coding			WP_302093164.1	VanZ family protein	365	QYQ99_RS12440
NZ_CP129672.1	2739322	2739678		plus	(2Fe-2S) ferredoxin domain-containing protein			protein-coding			WP_034357909.1	(2Fe-2S) ferredoxin domain-containing protein	118	QYQ99_RS12445
NZ_CP129672.1	2739840	2740478		plus	alpha/beta hydrolase			protein-coding			WP_302092921.1	alpha/beta hydrolase	212	QYQ99_RS12450
NZ_CP129672.1	2740630	2741802		plus	D-alanyl-D-alanine carboxypeptidase family protein			protein-coding			WP_302092922.1	D-alanyl-D-alanine carboxypeptidase family protein	390	QYQ99_RS12455
NZ_CP129672.1	2742041	2742418		plus	30S ribosomal protein S12	rpsL		protein-coding			WP_003059441.1	30S ribosomal protein S12	125	QYQ99_RS12460
NZ_CP129672.1	2742587	2743060		plus	30S ribosomal protein S7	rpsG		protein-coding			WP_003059438.1	30S ribosomal protein S7	157	QYQ99_RS12465
NZ_CP129672.1	2743205	2745313		plus	elongation factor G	fusA		protein-coding			WP_302092923.1	elongation factor G	702	QYQ99_RS12470
NZ_CP129672.1	2745494	2746684		plus	elongation factor Tu	tuf		protein-coding			WP_053281820.1	elongation factor Tu	396	QYQ99_RS12475
NZ_CP129672.1	2746710	2747021		plus	30S ribosomal protein S10	rpsJ		protein-coding			WP_003059431.1	30S ribosomal protein S10	103	QYQ99_RS12480
NZ_CP129672.1	2747222	2747896		plus	50S ribosomal protein L3	rplC		protein-coding			WP_003059417.1	50S ribosomal protein L3	224	QYQ99_RS12485
NZ_CP129672.1	2747896	2748519		plus	50S ribosomal protein L4	rplD		protein-coding			WP_003059416.1	50S ribosomal protein L4	207	QYQ99_RS12490
NZ_CP129672.1	2748516	2748830		plus	50S ribosomal protein L23	rplW		protein-coding			WP_003059415.1	50S ribosomal protein L23	104	QYQ99_RS12495
NZ_CP129672.1	2748833	2749657		plus	50S ribosomal protein L2	rplB		protein-coding			WP_003059414.1	50S ribosomal protein L2	274	QYQ99_RS12500
NZ_CP129672.1	2749668	2749943		plus	30S ribosomal protein S19	rpsS		protein-coding			WP_003059413.1	30S ribosomal protein S19	91	QYQ99_RS12505
NZ_CP129672.1	2749954	2750286		plus	50S ribosomal protein L22	rplV		protein-coding			WP_053284304.1	50S ribosomal protein L22	110	QYQ99_RS12510
NZ_CP129672.1	2750303	2751172		plus	30S ribosomal protein S3	rpsC		protein-coding			WP_003059406.1	30S ribosomal protein S3	289	QYQ99_RS12515
NZ_CP129672.1	2751175	2751591		plus	50S ribosomal protein L16	rplP		protein-coding			WP_003059405.1	50S ribosomal protein L16	138	QYQ99_RS12520
NZ_CP129672.1	2751602	2751799		plus	50S ribosomal protein L29	rpmC		protein-coding			WP_003059403.1	50S ribosomal protein L29	65	QYQ99_RS12525
NZ_CP129672.1	2751809	2752078		plus	30S ribosomal protein S17	rpsQ		protein-coding			WP_003059401.1	30S ribosomal protein S17	89	QYQ99_RS12530
NZ_CP129672.1	2752195	2752704		plus	peroxiredoxin			protein-coding			WP_302092924.1	peroxiredoxin	169	QYQ99_RS12535
NZ_CP129672.1	2752765	2753346		minus	hypothetical protein			protein-coding			WP_302092925.1	hypothetical protein	193	QYQ99_RS12540
NZ_CP129672.1	2753550	2754308		plus	hypothetical protein			protein-coding			WP_302092926.1	hypothetical protein	252	QYQ99_RS12545
NZ_CP129672.1	2754457	2756556		minus	flagellar biosynthesis protein FlhA			protein-coding			WP_302092927.1	flagellar biosynthesis protein FlhA	699	QYQ99_RS12550
NZ_CP129672.1	2756553	2757692		minus	flagellar type III secretion system protein FlhB	flhB		protein-coding			WP_302092928.1	flagellar type III secretion system protein FlhB	379	QYQ99_RS12555
NZ_CP129672.1	2757697	2758473		minus	flagellar biosynthetic protein FliR			protein-coding			WP_003081829.1	flagellar biosynthetic protein FliR	258	QYQ99_RS12560
NZ_CP129672.1	2758482	2758751		minus	flagellar biosynthesis protein FliQ	fliQ		protein-coding			WP_003081826.1	flagellar biosynthesis protein FliQ	89	QYQ99_RS12565
NZ_CP129672.1	2758756	2759523		minus	flagellar type III secretion system pore protein FliP	fliP		protein-coding			WP_302092929.1	flagellar type III secretion system pore protein FliP	255	QYQ99_RS12570
NZ_CP129672.1	2759540	2759905		minus	FliM/FliN family flagellar motor switch protein			protein-coding			WP_302092930.1	FliM/FliN family flagellar motor switch protein	121	QYQ99_RS12575
NZ_CP129672.1	2759902	2760654		minus	hypothetical protein			protein-coding			WP_302092931.1	hypothetical protein	250	QYQ99_RS12580
NZ_CP129672.1	2760867	2761196		plus	flagellar hook-basal body complex protein FliE			protein-coding			WP_302092932.1	flagellar hook-basal body complex protein FliE	109	QYQ99_RS12585
NZ_CP129672.1	2761212	2762900		plus	flagellar basal-body MS-ring/collar protein FliF	fliF		protein-coding			WP_302092933.1	flagellar basal-body MS-ring/collar protein FliF	562	QYQ99_RS12590
NZ_CP129672.1	2762878	2763936		plus	FliG C-terminal domain-containing protein			protein-coding			WP_302092934.1	FliG C-terminal domain-containing protein	352	QYQ99_RS12595
NZ_CP129672.1	2763939	2764634		plus	flagellar assembly protein FliH	fliH		protein-coding			WP_302092935.1	flagellar assembly protein FliH	231	QYQ99_RS12600
NZ_CP129672.1	2764643	2765974		plus	FliI/YscN family ATPase			protein-coding			WP_302093165.1	FliI/YscN family ATPase	443	QYQ99_RS12605
NZ_CP129672.1	2765971	2766423		plus	flagellar FliJ family protein			protein-coding			WP_302092936.1	flagellar FliJ family protein	150	QYQ99_RS12610
NZ_CP129672.1	2766460	2767833		plus	flagellar filament capping protein FliD	fliD		protein-coding			WP_302092937.1	flagellar filament capping protein FliD	457	QYQ99_RS12615
NZ_CP129672.1	2767857	2768255		plus	flagellar export chaperone FliS	fliS		protein-coding			WP_302092938.1	flagellar export chaperone FliS	132	QYQ99_RS12620
NZ_CP129672.1	2768242	2768547		plus	hypothetical protein			protein-coding			WP_302092939.1	hypothetical protein	101	QYQ99_RS12625
NZ_CP129672.1	2768544	2769557		plus	flagellar hook-length control protein FliK			protein-coding			WP_302092940.1	flagellar hook-length control protein FliK	337	QYQ99_RS12630
NZ_CP129672.1	2769564	2770025		plus	hypothetical protein			protein-coding			WP_302092941.1	hypothetical protein	153	QYQ99_RS12635
NZ_CP129672.1	2770043	2770804		plus	FliA/WhiG family RNA polymerase sigma factor			protein-coding			WP_302092942.1	FliA/WhiG family RNA polymerase sigma factor	253	QYQ99_RS12640
NZ_CP129672.1	2770837	2771721		plus	flagellar motor stator protein MotA	motA		protein-coding			WP_003081778.1	flagellar motor stator protein MotA	294	QYQ99_RS12645
NZ_CP129672.1	2771714	2772676		plus	flagellar motor protein MotB			protein-coding			WP_302092943.1	flagellar motor protein MotB	320	QYQ99_RS12650
NZ_CP129672.1	2772717	2773007		plus	flagellar biosynthesis anti-sigma factor FlgM	flgM		protein-coding			WP_302092944.1	flagellar biosynthesis anti-sigma factor FlgM	96	QYQ99_RS12655
NZ_CP129672.1	2773004	2773465		plus	flagellar export chaperone FlgN	flgN		protein-coding			WP_302092945.1	flagellar export chaperone FlgN	153	QYQ99_RS12660
NZ_CP129672.1	2773452	2774255		plus	glucosaminidase domain-containing protein			protein-coding			WP_302092946.1	glucosaminidase domain-containing protein	267	QYQ99_RS12665
NZ_CP129672.1	2774233	2775006		minus	flagellar basal body P-ring formation chaperone FlgA	flgA		protein-coding			WP_302092947.1	flagellar basal body P-ring formation chaperone FlgA	257	QYQ99_RS12670
NZ_CP129672.1	2775363	2775728		plus	flagellar basal body rod protein FlgB	flgB		protein-coding			WP_302092948.1	flagellar basal body rod protein FlgB	121	QYQ99_RS12675
NZ_CP129672.1	2775731	2776150		plus	flagellar basal body rod protein FlgC	flgC		protein-coding			WP_003081762.1	flagellar basal body rod protein FlgC	139	QYQ99_RS12680
NZ_CP129672.1	2776147	2776806		plus	flagellar hook capping FlgD N-terminal domain-containing protein			protein-coding			WP_302092949.1	flagellar hook capping FlgD N-terminal domain-containing protein	219	QYQ99_RS12685
NZ_CP129672.1	2776849	2778042		plus	flagellar hook protein FlgE			protein-coding			WP_302092950.1	flagellar hook protein FlgE	397	QYQ99_RS12690
NZ_CP129672.1	2778056	2778778		plus	flagellar basal body rod protein FlgF			protein-coding			WP_302092951.1	flagellar basal body rod protein FlgF	240	QYQ99_RS12695
NZ_CP129672.1	2778833	2779618		plus	flagellar basal-body rod protein FlgG	flgG		protein-coding			WP_302092952.1	flagellar basal-body rod protein FlgG	261	QYQ99_RS12700
NZ_CP129672.1	2779615	2780286		plus	flagellar basal body L-ring protein FlgH	flgH		protein-coding			WP_302092953.1	flagellar basal body L-ring protein FlgH	223	QYQ99_RS12705
NZ_CP129672.1	2780293	2781468		plus	flagellar basal body P-ring protein FlgI			protein-coding			WP_302092954.1	flagellar basal body P-ring protein FlgI	391	QYQ99_RS12710
NZ_CP129672.1	2781480	2781848		plus	hypothetical protein			protein-coding			WP_302092955.1	hypothetical protein	122	QYQ99_RS12715
NZ_CP129672.1	2781845	2783230		plus	flagellar hook-associated protein FlgK	flgK		protein-coding			WP_302092956.1	flagellar hook-associated protein FlgK	461	QYQ99_RS12720
NZ_CP129672.1	2783271	2784185		plus	flagellar hook-associated protein 3			protein-coding			WP_302092957.1	flagellar hook-associated protein 3	304	QYQ99_RS12725
NZ_CP129672.1	2784182	2785243		plus	hypothetical protein			protein-coding			WP_302092958.1	hypothetical protein	353	QYQ99_RS12730
NZ_CP129672.1	2785230	2786030		plus	PilZ domain-containing protein			protein-coding			WP_302092959.1	PilZ domain-containing protein	266	QYQ99_RS12735
NZ_CP129672.1	2786138	2787052		minus	flagellin			protein-coding			WP_302092960.1	flagellin	304	QYQ99_RS12740
NZ_CP129672.1	2787191	2788012		minus	flagellin			protein-coding			WP_302092961.1	flagellin	273	QYQ99_RS12745
NZ_CP129672.1	2788166	2788654		minus	GNAT family N-acetyltransferase			protein-coding			WP_302092962.1	GNAT family N-acetyltransferase	162	QYQ99_RS12750
NZ_CP129672.1	2788737	2789441		minus	cytochrome b/b6 domain-containing protein			protein-coding			WP_302092963.1	cytochrome b/b6 domain-containing protein	234	QYQ99_RS12755
NZ_CP129672.1	2789592	2790038		plus	c-type cytochrome			protein-coding			WP_302092964.1	c-type cytochrome	148	QYQ99_RS12760
NZ_CP129672.1	2790178	2790690		minus	TlpA disulfide reductase family protein			protein-coding			WP_003081729.1	TlpA disulfide reductase family protein	170	QYQ99_RS12765
NZ_CP129672.1	2790842	2791405		plus	hypothetical protein			protein-coding			WP_302092965.1	hypothetical protein	187	QYQ99_RS12770
NZ_CP129672.1	2791503	2791958		plus	PTS sugar transporter subunit IIA			protein-coding			WP_034359049.1	PTS sugar transporter subunit IIA	151	QYQ99_RS12775
NZ_CP129672.1	2791927	2792196		plus	HPr family phosphocarrier protein			protein-coding			WP_053284307.1	HPr family phosphocarrier protein	89	QYQ99_RS12780
NZ_CP129672.1	2792402	2794177		plus	phosphoenolpyruvate--protein phosphotransferase	ptsP		protein-coding			WP_302092966.1	phosphoenolpyruvate--protein phosphotransferase	591	QYQ99_RS12785
NZ_CP129672.1	2794220	2794402		plus	hypothetical protein			protein-coding			WP_302092967.1	hypothetical protein	60	QYQ99_RS12790
NZ_CP129672.1	2794796	2795776		minus	lipoyl synthase	lipA		protein-coding			WP_302092968.1	lipoyl synthase	326	QYQ99_RS12795
NZ_CP129672.1	2795787	2796479		minus	lipoyl(octanoyl) transferase LipB	lipB		protein-coding			WP_302093166.1	lipoyl(octanoyl) transferase LipB	230	QYQ99_RS12800
NZ_CP129672.1	2796518	2796835		minus	YbeD family protein			protein-coding			WP_003059380.1	YbeD family protein	105	QYQ99_RS12805
NZ_CP129672.1	2797213	2797680		plus	ATP synthase subunit I			protein-coding			WP_019042020.1	ATP synthase subunit I	155	QYQ99_RS12810
NZ_CP129672.1	2797694	2798557		plus	F0F1 ATP synthase subunit A	atpB		protein-coding			WP_302092969.1	F0F1 ATP synthase subunit A	287	QYQ99_RS12815
NZ_CP129672.1	2798603	2798854		plus	F0F1 ATP synthase subunit C	atpE		protein-coding			WP_003059376.1	F0F1 ATP synthase subunit C	83	QYQ99_RS12820
NZ_CP129672.1	2798890	2799360		plus	F0F1 ATP synthase subunit B			protein-coding			WP_003059375.1	F0F1 ATP synthase subunit B	156	QYQ99_RS12825
NZ_CP129672.1	2799373	2799912		plus	F0F1 ATP synthase subunit delta			protein-coding			WP_302092970.1	F0F1 ATP synthase subunit delta	179	QYQ99_RS12830
NZ_CP129672.1	2799958	2801517		plus	F0F1 ATP synthase subunit alpha	atpA		protein-coding			WP_302092971.1	F0F1 ATP synthase subunit alpha	519	QYQ99_RS12835
NZ_CP129672.1	2801536	2802402		plus	F0F1 ATP synthase subunit gamma	atpG		protein-coding			WP_302092972.1	F0F1 ATP synthase subunit gamma	288	QYQ99_RS12840
NZ_CP129672.1	2802437	2803846		plus	F0F1 ATP synthase subunit beta	atpD		protein-coding			WP_043370619.1	F0F1 ATP synthase subunit beta	469	QYQ99_RS12845
NZ_CP129672.1	2803999	2804415		plus	F0F1 ATP synthase subunit epsilon			protein-coding			WP_003059364.1	F0F1 ATP synthase subunit epsilon	138	QYQ99_RS12850
NZ_CP129672.1	2804556	2804825		minus	hypothetical protein			protein-coding			WP_302092973.1	hypothetical protein	89	QYQ99_RS12855
NZ_CP129672.1	2804967	2805641		plus	cold shock and DUF1294 domain-containing protein			protein-coding			WP_302092974.1	cold shock and DUF1294 domain-containing protein	224	QYQ99_RS12860
NZ_CP129672.1	2805687	2806226		minus	TPM domain-containing protein			protein-coding			WP_302092975.1	TPM domain-containing protein	179	QYQ99_RS12865
NZ_CP129672.1	2806228	2807142		minus	TPM domain-containing protein			protein-coding			WP_302092976.1	TPM domain-containing protein	304	QYQ99_RS12870
NZ_CP129672.1	2807167	2807784		minus	LemA family protein			protein-coding			WP_302092977.1	LemA family protein	205	QYQ99_RS12875
NZ_CP129672.1	2807900	2808655		plus	hypothetical protein			protein-coding			WP_302092978.1	hypothetical protein	251	QYQ99_RS12880
NZ_CP129672.1	2808652	2809623		plus	YheT family hydrolase			protein-coding			WP_302092979.1	YheT family hydrolase	323	QYQ99_RS12885
NZ_CP129672.1	2809653	2810210		plus	DUF2946 family protein			protein-coding			WP_302092980.1	DUF2946 family protein	185	QYQ99_RS12890
NZ_CP129672.1	2810299	2811162		minus	c-type cytochrome			protein-coding			WP_302092981.1	c-type cytochrome	287	QYQ99_RS12895
NZ_CP129672.1	2811361	2812794		minus	efflux transporter outer membrane subunit			protein-coding			WP_302092982.1	efflux transporter outer membrane subunit	477	QYQ99_RS12900
NZ_CP129672.1	2812787	2815966		minus	efflux RND transporter permease subunit			protein-coding			WP_302092983.1	efflux RND transporter permease subunit	1059	QYQ99_RS12905
NZ_CP129672.1	2815979	2817286		minus	efflux RND transporter periplasmic adaptor subunit			protein-coding			WP_302093167.1	efflux RND transporter periplasmic adaptor subunit	435	QYQ99_RS12910
NZ_CP129672.1	2817514	2818134		plus	TetR family transcriptional regulator			protein-coding			WP_003065361.1	TetR family transcriptional regulator	206	QYQ99_RS12915
NZ_CP129672.1	2818209	2818284		plus	tRNA-Arg			tRNA						QYQ99_RS12920
NZ_CP129672.1	2818365	2818450		plus	tRNA-Tyr			tRNA						QYQ99_RS12925
NZ_CP129672.1	2818509	2818582		plus	tRNA-Gly			tRNA						QYQ99_RS12930
NZ_CP129672.1	2818627	2818701		plus	tRNA-Thr			tRNA						QYQ99_RS12935
NZ_CP129672.1	2818777	2819967		plus	elongation factor Tu	tuf		protein-coding			WP_053281820.1	elongation factor Tu	396	QYQ99_RS12940
NZ_CP129672.1	2819977	2820052		plus	tRNA-Trp			tRNA						QYQ99_RS12945
NZ_CP129672.1	2820140	2820523		plus	preprotein translocase subunit SecE	secE		protein-coding			WP_034349432.1	preprotein translocase subunit SecE	127	QYQ99_RS12950
NZ_CP129672.1	2820523	2821110		plus	transcription termination/antitermination protein NusG	nusG		protein-coding			WP_003065695.1	transcription termination/antitermination protein NusG	195	QYQ99_RS12955
NZ_CP129672.1	2821236	2821667		plus	50S ribosomal protein L11	rplK		protein-coding			WP_003059339.1	50S ribosomal protein L11	143	QYQ99_RS12960
NZ_CP129672.1	2821668	2822363		plus	50S ribosomal protein L1	rplA		protein-coding			WP_302092984.1	50S ribosomal protein L1	231	QYQ99_RS12965
NZ_CP129672.1	2822591	2823115		plus	50S ribosomal protein L10	rplJ		protein-coding			WP_034374512.1	50S ribosomal protein L10	174	QYQ99_RS12970
NZ_CP129672.1	2823152	2823529		plus	50S ribosomal protein L7/L12	rplL		protein-coding			WP_034374514.1	50S ribosomal protein L7/L12	125	QYQ99_RS12975
NZ_CP129672.1	2823804	2827916		plus	DNA-directed RNA polymerase subunit beta	rpoB		protein-coding			WP_302092985.1	DNA-directed RNA polymerase subunit beta	1370	QYQ99_RS12980
NZ_CP129672.1	2828038	2832261		plus	DNA-directed RNA polymerase subunit beta'	rpoC		protein-coding			WP_302092986.1	DNA-directed RNA polymerase subunit beta'	1407	QYQ99_RS12985
NZ_CP129672.1	2832468	2833853		plus	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	rsmB		protein-coding			WP_302092987.1	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	461	QYQ99_RS12990
NZ_CP129672.1	2833897	2834466		plus	DUF4390 domain-containing protein			protein-coding			WP_302093168.1	DUF4390 domain-containing protein	189	QYQ99_RS12995
NZ_CP129672.1	2834466	2836787		plus	sensor histidine kinase			protein-coding			WP_302092988.1	sensor histidine kinase	773	QYQ99_RS13000
NZ_CP129672.1	2836826	2837491		plus	response regulator			protein-coding			WP_302092989.1	response regulator	221	QYQ99_RS13005
NZ_CP129672.1	2837578	2837653		plus	tRNA-Phe			tRNA						QYQ99_RS13010
NZ_CP129672.1	2837813	2837888		plus	tRNA-Phe			tRNA						QYQ99_RS13015
NZ_CP129672.1	2838157	2838561		plus	group III truncated hemoglobin			protein-coding			WP_302092990.1	group III truncated hemoglobin	134	QYQ99_RS13020
NZ_CP129672.1	2838554	2839813		plus	NnrS family protein			protein-coding			WP_302092991.1	NnrS family protein	419	QYQ99_RS13025
NZ_CP129672.1	2839827	2840285		plus	RrF2 family transcriptional regulator			protein-coding			WP_302092992.1	RrF2 family transcriptional regulator	152	QYQ99_RS13030
NZ_CP129672.1	2840282	2840722		plus	CopD family copper resistance protein			protein-coding			WP_302092993.1	CopD family copper resistance protein	146	QYQ99_RS13035
NZ_CP129672.1	2840908	2844462		plus	exodeoxyribonuclease V subunit gamma	recC		protein-coding			WP_302092994.1	exodeoxyribonuclease V subunit gamma	1184	QYQ99_RS13040
NZ_CP129672.1	2844459	2848271		plus	exodeoxyribonuclease V subunit beta	recB		protein-coding			WP_302092995.1	exodeoxyribonuclease V subunit beta	1270	QYQ99_RS13045
NZ_CP129672.1	2848268	2850358		plus	exodeoxyribonuclease V subunit alpha	recD		protein-coding			WP_302092996.1	exodeoxyribonuclease V subunit alpha	696	QYQ99_RS13050
NZ_CP129672.1	2850497	2850910		minus	VOC family protein			protein-coding			WP_302092997.1	VOC family protein	137	QYQ99_RS13055
NZ_CP129672.1	2850984	2851643		minus	glutathione S-transferase			protein-coding			WP_302092998.1	glutathione S-transferase	219	QYQ99_RS13060
NZ_CP129672.1	2851759	2852160		plus	hypothetical protein			protein-coding			WP_302092999.1	hypothetical protein	133	QYQ99_RS13065
NZ_CP129672.1	2852302	2852817		plus	copper chaperone PCu(A)C			protein-coding			WP_302093000.1	copper chaperone PCu(A)C	171	QYQ99_RS13070
NZ_CP129672.1	2852945	2853814		plus	PhaM family polyhydroxyalkanoate granule multifunctional regulatory protein			protein-coding			WP_302093001.1	PhaM family polyhydroxyalkanoate granule multifunctional regulatory protein	289	QYQ99_RS13075
NZ_CP129672.1	2853887	2855137		plus	FIST signal transduction protein			protein-coding			WP_302093002.1	FIST signal transduction protein	416	QYQ99_RS13080
NZ_CP129672.1	2855376	2856530		minus	CMD domain-containing protein			protein-coding			WP_302093003.1	CMD domain-containing protein	384	QYQ99_RS13085
NZ_CP129672.1	2856546	2858009		minus	NAD(P)-binding domain-containing protein			protein-coding			WP_302093004.1	NAD(P)-binding domain-containing protein	487	QYQ99_RS13090
NZ_CP129672.1	2858210	2859220		minus	Bug family tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_302093005.1	Bug family tripartite tricarboxylate transporter substrate binding protein	336	QYQ99_RS13095
NZ_CP129672.1	2859429	2859833		minus	YXWGXW repeat-containing protein			protein-coding			WP_302093006.1	YXWGXW repeat-containing protein	134	QYQ99_RS13100
NZ_CP129672.1	2860033	2860764		minus	helix-turn-helix domain-containing protein			protein-coding			WP_302093007.1	helix-turn-helix domain-containing protein	243	QYQ99_RS13105
NZ_CP129672.1	2860876	2861676		plus	hypothetical protein			protein-coding			WP_302093008.1	hypothetical protein	266	QYQ99_RS13110
NZ_CP129672.1	2861782	2863734		plus	MFS transporter			protein-coding			WP_302093009.1	MFS transporter	650	QYQ99_RS13115
NZ_CP129672.1	2863745	2864437		minus	DUF3047 domain-containing protein			protein-coding			WP_302093010.1	DUF3047 domain-containing protein	230	QYQ99_RS13120
NZ_CP129672.1	2864707	2865213		plus	hypothetical protein			protein-coding			WP_302093011.1	hypothetical protein	168	QYQ99_RS13125
NZ_CP129672.1	2865235	2866092		plus	DUF2145 domain-containing protein			protein-coding			WP_302093012.1	DUF2145 domain-containing protein	285	QYQ99_RS13130
NZ_CP129672.1	2866163	2867263		plus	serine endopeptidase			protein-coding			WP_302093013.1	serine endopeptidase	366	QYQ99_RS13135
NZ_CP129672.1	2867312	2868733		minus	GGDEF domain-containing protein			protein-coding			WP_302093014.1	GGDEF domain-containing protein	473	QYQ99_RS13140
NZ_CP129672.1	2868998	2870170		minus	tRNA guanosine(34) transglycosylase Tgt	tgt		protein-coding			WP_302093015.1	tRNA guanosine(34) transglycosylase Tgt	390	QYQ99_RS13145
NZ_CP129672.1	2870292	2870765		plus	universal stress protein			protein-coding			WP_182285434.1	universal stress protein	157	QYQ99_RS13150
NZ_CP129672.1	2870820	2871242		minus	hypothetical protein			protein-coding			WP_302093169.1	hypothetical protein	140	QYQ99_RS13155
NZ_CP129672.1	2871337	2871861		minus	MarR family winged helix-turn-helix transcriptional regulator			protein-coding			WP_409812159.1	MarR family winged helix-turn-helix transcriptional regulator	174	QYQ99_RS13160
NZ_CP129672.1	2871978	2874302		plus	bifunctional salicylyl-CoA 5-hydroxylase/oxidoreductase			protein-coding			WP_302093016.1	bifunctional salicylyl-CoA 5-hydroxylase/oxidoreductase	774	QYQ99_RS13165
NZ_CP129672.1	2874439	2875209		plus	SDR family NAD(P)-dependent oxidoreductase			protein-coding			WP_302093017.1	SDR family NAD(P)-dependent oxidoreductase	256	QYQ99_RS13170
NZ_CP129672.1	2875231	2876085		plus	enoyl-CoA hydratase family protein			protein-coding			WP_302093018.1	enoyl-CoA hydratase family protein	284	QYQ99_RS13175
NZ_CP129672.1	2876087	2877250		plus	acyl-CoA dehydrogenase family protein			protein-coding			WP_302093019.1	acyl-CoA dehydrogenase family protein	387	QYQ99_RS13180
